AGEP,SCHL,MAR,SEX,DIS,ESP,MIG,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,ESR
56,21.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
68,23.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,6,2.0,1.0
63,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
43,20.0,5,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
55,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
69,19.0,1,1,2,-99999.0,1.0,1,2.0,1,1,1,2,2,2.0,1,2.0,1.0
85,19.0,3,2,2,-99999.0,3.0,1,4.0,1,1,6,2,2,2.0,1,2.0,6.0
61,16.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
62,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
74,21.0,3,1,2,-99999.0,3.0,1,2.0,1,1,0,2,2,2.0,1,2.0,6.0
72,11.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,1.0,6.0
23,18.0,5,2,2,-99999.0,1.0,1,4.0,3,1,7,2,2,2.0,3,-99999.0,6.0
10,6.0,5,2,2,-99999.0,1.0,1,-99999.0,3,1,7,2,2,2.0,3,-99999.0,-99999.0
8,5.0,5,2,2,-99999.0,1.0,1,-99999.0,3,1,7,2,2,2.0,3,-99999.0,-99999.0
5,2.0,5,2,2,-99999.0,1.0,1,-99999.0,3,1,7,2,2,2.0,3,-99999.0,-99999.0
2,-99999.0,5,2,2,-99999.0,1.0,1,-99999.0,3,1,7,2,2,-99999.0,3,-99999.0,-99999.0
0,-99999.0,5,2,2,-99999.0,-99999.0,1,-99999.0,3,1,7,2,2,-99999.0,3,-99999.0,-99999.0
41,16.0,3,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
13,9.0,5,1,2,7.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
2,-99999.0,5,1,2,7.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
1,-99999.0,5,2,2,7.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
44,19.0,2,1,1,-99999.0,3.0,1,4.0,2,1,0,1,2,2.0,1,2.0,1.0
38,21.0,1,1,2,-99999.0,2.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
40,21.0,1,2,2,-99999.0,2.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
5,2.0,5,2,2,1.0,2.0,3,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
5,2.0,5,2,2,1.0,2.0,3,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
35,18.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,1.0
36,16.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
42,21.0,3,2,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
15,12.0,5,2,2,7.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
12,9.0,5,1,2,7.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
86,19.0,2,2,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,1,2.0,6.0
42,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
11,8.0,5,1,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
59,16.0,1,1,1,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
48,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
40,21.0,5,1,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,7,2.0,1.0
69,22.0,2,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
36,18.0,5,1,1,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
22,16.0,5,1,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
22,16.0,5,2,2,-99999.0,3.0,1,4.0,2,1,15,2,2,2.0,9,-99999.0,1.0
15,12.0,5,1,2,-99999.0,3.0,1,-99999.0,1,1,15,2,2,2.0,9,-99999.0,-99999.0
4,1.0,5,1,2,-99999.0,3.0,1,-99999.0,1,1,15,2,2,-99999.0,1,-99999.0,-99999.0
22,19.0,5,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
47,16.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
7,3.0,5,1,2,5.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
40,22.0,2,2,2,-99999.0,1.0,1,4.0,4,1,15,2,2,2.0,1,2.0,1.0
66,18.0,3,2,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,6,2.0,1.0
66,19.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
66,18.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,3,2.0,2.0
53,22.0,3,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
22,19.0,1,2,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,-99999.0,1.0
27,21.0,1,1,2,-99999.0,3.0,1,4.0,1,1,1,2,2,2.0,1,-99999.0,1.0
35,21.0,1,1,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
32,23.0,1,2,2,-99999.0,3.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
53,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
59,16.0,1,1,1,-99999.0,1.0,1,4.0,1,1,1,2,1,2.0,1,2.0,2.0
36,15.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
30,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
7,4.0,5,1,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
5,1.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
2,-99999.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
64,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
67,17.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
32,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
34,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
2,-99999.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,-99999.0,1,-99999.0,-99999.0
69,22.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
52,22.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
62,16.0,1,1,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,2.0,1.0
63,21.0,1,2,2,-99999.0,1.0,1,4.0,3,1,1,2,2,2.0,1,2.0,1.0
60,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
54,21.0,1,2,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
27,19.0,5,1,2,-99999.0,3.0,1,4.0,4,1,2,2,2,2.0,1,-99999.0,1.0
79,22.0,1,2,1,-99999.0,1.0,1,4.0,4,1,0,1,2,2.0,1,2.0,6.0
80,19.0,1,1,1,-99999.0,1.0,1,3.0,2,1,1,2,2,2.0,1,2.0,6.0
49,17.0,3,2,1,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,6.0
13,10.0,5,1,2,8.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
80,19.0,2,2,1,-99999.0,1.0,1,4.0,4,1,0,1,2,2.0,1,2.0,6.0
39,18.0,5,2,2,-99999.0,3.0,1,4.0,1,1,4,2,2,2.0,3,2.0,1.0
76,19.0,3,1,1,-99999.0,1.0,1,2.0,1,1,13,1,2,1.0,3,2.0,6.0
40,16.0,3,1,2,-99999.0,3.0,1,4.0,1,1,15,2,2,2.0,1,2.0,3.0
34,23.0,5,1,1,-99999.0,1.0,1,4.0,2,1,0,2,2,1.0,9,2.0,1.0
41,22.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
40,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
9,6.0,5,1,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
5,2.0,5,2,2,1.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,-99999.0
60,16.0,3,2,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
51,19.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,1.0
13,9.0,5,2,2,5.0,1.0,1,-99999.0,3,1,2,2,2,2.0,3,-99999.0,-99999.0
11,7.0,5,2,2,5.0,1.0,1,-99999.0,1,1,3,2,2,2.0,1,-99999.0,-99999.0
53,12.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
63,16.0,2,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
67,22.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
65,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
89,19.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,6.0
66,20.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
44,16.0,5,2,1,-99999.0,1.0,1,4.0,2,1,2,2,2,1.0,1,2.0,6.0
41,21.0,5,1,2,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,2.0,1.0
78,18.0,4,1,1,-99999.0,1.0,1,4.0,1,1,0,1,2,2.0,1,2.0,6.0
60,16.0,3,2,2,-99999.0,1.0,1,4.0,1,1,13,2,2,2.0,1,2.0,2.0
35,14.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
16,13.0,5,2,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,1,-99999.0,1.0
11,8.0,5,1,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,3,-99999.0,-99999.0
48,16.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
33,21.0,1,2,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
47,16.0,1,1,2,-99999.0,3.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
3,2.0,5,2,2,1.0,3.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
61,18.0,1,1,1,-99999.0,1.0,1,4.0,3,1,0,1,2,2.0,1,2.0,1.0
57,18.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
61,16.0,1,2,1,-99999.0,1.0,1,4.0,1,1,0,1,2,2.0,1,2.0,1.0
61,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
32,16.0,5,1,1,-99999.0,1.0,1,4.0,2,1,2,2,1,2.0,1,2.0,1.0
26,16.0,5,1,1,-99999.0,1.0,1,4.0,2,1,2,2,2,1.0,1,-99999.0,1.0
70,19.0,5,1,1,-99999.0,3.0,1,4.0,3,1,0,1,2,2.0,1,2.0,6.0
87,16.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,1,2.0,6.0
75,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
52,19.0,4,1,2,-99999.0,1.0,1,3.0,2,1,0,2,2,2.0,1,2.0,1.0
66,16.0,1,1,1,-99999.0,3.0,1,2.0,2,1,0,1,2,2.0,1,1.0,6.0
59,20.0,1,2,1,-99999.0,3.0,1,4.0,2,1,1,2,2,2.0,1,1.0,1.0
13,10.0,5,2,1,-99999.0,3.0,1,-99999.0,1,1,7,2,2,1.0,1,-99999.0,-99999.0
29,18.0,3,2,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,1,-99999.0,1.0
3,1.0,5,2,2,7.0,3.0,1,-99999.0,1,1,2,2,2,-99999.0,1,-99999.0,-99999.0
67,18.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
68,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
62,15.0,1,1,1,-99999.0,1.0,1,4.0,2,1,0,1,2,2.0,1,2.0,3.0
60,16.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,2,1,2.0,1,2.0,6.0
60,21.0,1,2,1,-99999.0,1.0,1,4.0,2,1,0,1,2,2.0,1,2.0,1.0
61,21.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
60,20.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
61,20.0,1,1,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
62,11.0,2,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,9,2.0,6.0
37,21.0,1,2,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
38,19.0,1,1,2,-99999.0,3.0,1,4.0,2,1,1,2,2,2.0,1,2.0,1.0
8,5.0,5,1,2,1.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
2,-99999.0,5,2,2,1.0,3.0,1,-99999.0,2,1,2,2,2,-99999.0,1,-99999.0,-99999.0
73,20.0,1,2,1,-99999.0,1.0,1,2.0,1,1,0,1,2,2.0,1,2.0,1.0
74,18.0,1,1,2,-99999.0,1.0,1,2.0,4,1,1,2,2,2.0,1,2.0,6.0
51,16.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
54,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
31,20.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
27,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,-99999.0,1.0
87,16.0,1,1,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,1,2.0,6.0
89,18.0,1,2,1,-99999.0,1.0,1,4.0,4,1,1,2,2,1.0,1,2.0,6.0
70,23.0,1,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,6.0
67,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
83,18.0,2,2,1,-99999.0,1.0,1,4.0,2,1,0,1,2,2.0,1,2.0,6.0
72,22.0,4,2,2,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,2.0,6.0
37,19.0,5,1,2,-99999.0,1.0,1,4.0,3,1,2,2,2,2.0,1,2.0,1.0
56,16.0,5,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
56,16.0,4,1,2,-99999.0,1.0,1,2.0,2,1,13,2,2,2.0,1,2.0,1.0
66,21.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,1,2.0,1.0
65,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
62,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
64,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
48,16.0,5,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
62,18.0,1,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
60,18.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
74,22.0,1,1,2,-99999.0,1.0,1,3.0,1,1,0,2,2,2.0,1,2.0,6.0
72,19.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
32,21.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
2,-99999.0,5,1,2,7.0,1.0,1,-99999.0,2,1,2,2,2,-99999.0,3,-99999.0,-99999.0
51,17.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,2.0,2.0
25,19.0,5,2,2,-99999.0,1.0,1,4.0,1,1,2,2,2,2.0,3,-99999.0,6.0
8,5.0,5,2,2,7.0,1.0,1,-99999.0,1,1,2,2,2,2.0,3,-99999.0,-99999.0
59,21.0,1,1,1,-99999.0,1.0,1,4.0,2,1,0,1,2,2.0,1,1.0,1.0
48,19.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,3,1.0,1.0
5,1.0,5,2,2,-99999.0,1.0,1,-99999.0,1,1,7,2,2,2.0,3,-99999.0,-99999.0
2,-99999.0,5,2,2,-99999.0,1.0,1,-99999.0,1,1,7,2,2,-99999.0,3,-99999.0,-99999.0
61,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
61,16.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
42,20.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
38,16.0,1,2,2,-99999.0,1.0,4,4.0,2,2,1,2,2,2.0,1,2.0,1.0
10,7.0,5,2,2,1.0,1.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
70,19.0,1,1,2,-99999.0,1.0,1,3.0,1,1,0,2,2,2.0,1,2.0,6.0
64,16.0,1,2,2,-99999.0,1.0,1,4.0,3,1,1,2,2,2.0,1,2.0,6.0
52,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
56,22.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
75,16.0,2,1,2,-99999.0,3.0,1,4.0,1,1,0,2,2,2.0,1,2.0,6.0
28,19.0,1,1,2,-99999.0,1.0,1,1.0,1,1,0,2,2,2.0,1,-99999.0,4.0
28,21.0,1,2,2,-99999.0,1.0,1,1.0,1,1,1,2,2,2.0,1,-99999.0,4.0
0,-99999.0,5,1,2,1.0,-99999.0,1,-99999.0,1,1,2,2,2,-99999.0,1,-99999.0,-99999.0
33,23.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
33,21.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
94,19.0,1,1,1,-99999.0,1.0,1,3.0,1,1,0,1,2,2.0,1,2.0,6.0
87,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
69,20.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
33,16.0,5,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
65,16.0,3,1,2,-99999.0,1.0,1,3.0,1,1,6,2,2,2.0,1,2.0,6.0
55,18.0,3,2,2,-99999.0,3.0,1,4.0,4,1,0,2,2,2.0,1,1.0,1.0
20,14.0,5,1,2,-99999.0,3.0,1,4.0,4,1,2,2,2,2.0,1,-99999.0,6.0
2,-99999.0,5,1,2,6.0,3.0,1,-99999.0,4,1,7,2,2,-99999.0,1,-99999.0,-99999.0
17,14.0,5,2,2,-99999.0,3.0,1,4.0,4,1,15,2,2,2.0,1,-99999.0,6.0
32,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
33,17.0,1,1,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
9,6.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
6,3.0,5,1,2,1.0,1.0,1,-99999.0,4,1,2,2,2,2.0,1,-99999.0,-99999.0
71,16.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
71,20.0,1,1,1,-99999.0,1.0,1,2.0,2,1,1,1,2,2.0,1,2.0,6.0
78,12.0,2,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
76,16.0,1,1,1,-99999.0,1.0,1,4.0,4,1,0,1,2,2.0,1,2.0,6.0
61,16.0,1,2,1,-99999.0,1.0,1,4.0,2,1,1,2,2,1.0,1,2.0,6.0
65,19.0,1,1,2,-99999.0,1.0,1,2.0,1,1,0,2,2,2.0,3,2.0,6.0
59,22.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,3,2.0,1.0
58,23.0,1,1,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
57,20.0,1,2,2,-99999.0,1.0,1,4.0,2,1,1,2,2,2.0,1,2.0,6.0
30,21.0,5,1,1,-99999.0,1.0,1,4.0,2,1,2,2,2,2.0,1,2.0,1.0
52,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
52,17.0,1,2,2,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,1.0
7,4.0,5,2,2,-99999.0,1.0,1,-99999.0,1,1,14,2,2,2.0,3,-99999.0,-99999.0
24,16.0,5,2,1,-99999.0,1.0,1,4.0,1,1,15,2,2,2.0,3,-99999.0,6.0
77,21.0,2,1,1,-99999.0,1.0,1,2.0,2,1,0,1,2,2.0,1,2.0,6.0
49,21.0,5,1,2,-99999.0,1.0,1,2.0,2,1,0,2,2,2.0,1,2.0,1.0
70,24.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
83,24.0,1,1,2,-99999.0,1.0,1,2.0,1,1,1,2,2,2.0,1,2.0,6.0
25,21.0,5,2,1,-99999.0,1.0,1,4.0,3,1,0,2,2,2.0,1,-99999.0,1.0
6,2.0,5,1,2,7.0,1.0,1,-99999.0,3,1,2,2,2,2.0,1,-99999.0,-99999.0
4,1.0,5,1,2,7.0,1.0,1,-99999.0,3,1,2,2,2,-99999.0,1,-99999.0,-99999.0
0,-99999.0,5,1,2,7.0,-99999.0,1,-99999.0,3,1,2,2,2,-99999.0,1,-99999.0,-99999.0
40,16.0,5,1,2,-99999.0,1.0,1,4.0,3,1,13,2,2,2.0,1,2.0,1.0
37,21.0,1,2,2,-99999.0,1.0,1,4.0,4,1,0,2,2,2.0,9,2.0,1.0
41,19.0,1,1,2,-99999.0,1.0,1,4.0,4,1,1,2,2,2.0,1,2.0,1.0
4,1.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
2,-99999.0,5,2,2,1.0,1.0,1,-99999.0,4,1,2,2,2,-99999.0,1,-99999.0,-99999.0
77,18.0,3,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,3,1.0,1.0
53,13.0,3,1,1,-99999.0,1.0,1,4.0,1,1,2,2,2,1.0,3,2.0,6.0
11,7.0,5,1,2,6.0,1.0,1,-99999.0,1,1,7,2,2,2.0,3,-99999.0,-99999.0
9,5.0,5,2,2,6.0,1.0,1,-99999.0,1,1,7,2,2,2.0,3,-99999.0,-99999.0
64,22.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
65,21.0,1,1,2,-99999.0,1.0,3,4.0,2,1,1,2,2,2.0,1,2.0,1.0
23,20.0,5,1,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
26,21.0,5,2,2,-99999.0,3.0,1,4.0,2,1,12,2,2,2.0,1,-99999.0,1.0
24,19.0,5,1,2,-99999.0,3.0,1,4.0,2,1,12,2,2,2.0,1,-99999.0,1.0
73,21.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
55,20.0,3,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
27,21.0,5,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,-99999.0,1.0
28,21.0,5,1,2,-99999.0,1.0,1,4.0,2,1,13,2,2,2.0,1,-99999.0,1.0
65,20.0,5,2,1,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
51,19.0,3,2,2,-99999.0,3.0,1,4.0,2,1,0,2,2,2.0,1,2.0,1.0
15,11.0,5,1,2,7.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
13,10.0,5,2,2,7.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
7,4.0,5,1,2,7.0,3.0,1,-99999.0,2,1,2,2,2,2.0,1,-99999.0,-99999.0
57,17.0,2,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
88,15.0,2,1,1,-99999.0,1.0,1,2.0,1,1,0,1,2,1.0,1,2.0,6.0
58,19.0,5,1,1,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,9,2.0,6.0
17,14.0,5,2,2,6.0,1.0,1,4.0,2,1,2,2,2,2.0,9,-99999.0,1.0
52,19.0,1,1,1,-99999.0,1.0,1,3.0,1,1,0,2,1,2.0,1,2.0,1.0
51,20.0,1,2,1,-99999.0,1.0,1,4.0,2,1,1,2,1,2.0,1,2.0,1.0
71,17.0,1,1,1,-99999.0,1.0,1,2.0,1,1,0,1,1,2.0,1,2.0,6.0
71,19.0,1,2,1,-99999.0,1.0,1,4.0,1,1,1,2,2,2.0,1,2.0,6.0
27,16.0,1,1,1,-99999.0,3.0,1,4.0,1,1,7,2,2,2.0,1,-99999.0,2.0
45,20.0,3,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,9,2.0,1.0
47,20.0,3,1,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
36,20.0,5,2,2,-99999.0,1.0,1,4.0,4,1,13,2,2,2.0,1,2.0,1.0
69,16.0,2,2,1,-99999.0,1.0,1,4.0,2,1,0,2,1,2.0,1,2.0,6.0
60,21.0,3,2,1,-99999.0,1.0,1,4.0,1,1,9,2,2,2.0,1,2.0,1.0
63,21.0,1,2,2,-99999.0,1.0,1,4.0,2,1,0,2,2,2.0,1,2.0,6.0
61,21.0,1,1,1,-99999.0,1.0,1,4.0,2,1,1,1,2,2.0,1,2.0,6.0
90,16.0,2,2,1,-99999.0,1.0,1,4.0,1,1,0,1,2,2.0,1,2.0,6.0
52,16.0,1,2,2,-99999.0,1.0,1,4.0,1,1,0,2,2,2.0,1,2.0,1.0
55,13.0,1,1,1,-99999.0,1.0,1,4.0,4,1,1,2,1,1.0,1,2.0,6.0
